name,of,at,in,title,tags,body,see
SC Appointment,SM15,29,P3'D1,Owners corporation to appoint strata committee,"sc,def","(1)  An owners corporation must appoint a strata committee of the owners corporation in accordance with this Act.
(2)  The owners corporation may appoint the strata committee before the first annual general meeting of the owners corporation.
(3)  The members of the strata committee must be elected at the first annual general meeting of the owners corporation whether or not members were appointed before that meeting.
(4)  If there is no strata committee of an owners corporation, the strata scheme must be administered by the owners corporation, but nothing in this subsection prevents a strata managing agent appointed under this Act from exercising any functions conferred on the agent.",
SC Members,SM15,30,P3'D1,Members of strata committee,"sc,def","(1)  The strata committee of an owners corporation is to consist of the number of persons determined by the owners corporation (not being more than 9).
(2)  The strata committee of a large strata scheme must consist of at least 3 members.
(3)  A strata committee for a strata scheme comprising 2 lots is to consist of the following persons:
(a)  the owner of each lot who is a sole owner or the company nominee of a lot if the sole owner is a corporation,
(b)  for each lot that is owned by co-owners, the co-owner nominated by the other co-owners or (if the co-owner nominated is a corporation) the company nominee of that co-owner, or if there is no such nomination, the co-owner first named on the strata roll.
(4)  The elected members of a strata committee must be elected at each annual general meeting of the owners corporation.
(5)  Nomination for election as a member of a strata committee (other than a tenant representative) may be made before or at the meeting at which the election is held.

(6)  The regulations may provide for the procedures for nomination of members of the strata committee.",
SC Eligible,SM15,31,P3'D1,Persons who are eligible to be appointed or elected to strata committee,"sc,def","(1)  The following persons are eligible for appointment or election to the strata committee of an owners corporation:
(a)  an individual who is a sole owner of a lot in the strata scheme,
(b)  a company nominee of a corporation that is a sole owner of a lot in the strata scheme,
(c)  an individual who is a co-owner of a lot or a company nominee of a corporation that is a co-owner of a lot in the strata scheme, if the person is nominated for election by an owner who is not a co-owner of the lot or by a co-owner of the lot who is not a candidate for election as a member,
(d)  an individual who is not an owner of a lot in the strata scheme, if the person is nominated for election by an owner of a lot who is not a member, or is not seeking election as a member, of the strata committee.
(2)  To avoid doubt, an individual who is a sole owner of a lot may nominate himself or herself, and an owner that is a corporation may nominate the corporation’s company nominee, for election as a member of the strata committee.
(3)  A sole owner of a lot in a strata scheme may not nominate more than one person for election as a member of the strata committee, except as provided by subsection (5).
(4)  Only one co-owner (including a company nominee of a co-owner) of the same lot may be a member of a strata committee at the same time, except as provided by subsection (5).
(5)  A person who is an owner of more than one lot in the strata scheme may nominate one person for election as a member of the strata committee for each lot for which the person is an owner.",
SC Ineligible,SM15,32,P3'D1,Persons who are not eligible to be appointed or elected to strata committee,"sc,def","(1)  The following persons are not eligible for appointment or election to a strata committee or to act as members of a strata committee unless they are also the owners of lots in the strata scheme:
(a)  the building manager for the strata scheme,
(b)  a person who acts as an agent for the leasing of a lot or lots in the strata scheme to tenants,
(c)  a person who is connected with the original owner of the strata scheme or the building manager for the scheme, unless the person discloses that connection at the meeting at which the election is held and before the election is held or before the person is appointed to act as a member,
(d)  any other person prescribed by the regulations for the purposes of this section.
(2)  An owner of a lot in a strata scheme who was an unfinancial owner at the date notice was given of the meeting at which the election of a strata committee is to be held and who did not pay the amounts owing by the owner before the meeting is not eligible for appointment or election to the strata committee.
(3)  A person who becomes ineligible for appointment or election to a strata committee after being appointed or elected to the strata committee must disclose that fact to the secretary or chairperson of the owners corporation as soon as possible after becoming aware of that fact.
(4)  A disclosure by a person under this section, other than a disclosure that is made at a meeting of an owners corporation or strata committee, is to be made by written notice given to the secretary or chairperson.",
SC Tenant rep,SM15,33,P3'D1,Tenant representatives,"sc,def","(1)  This section applies to a strata scheme if there are tenants (being tenants notified in a tenancy notice given in accordance with this Act) for at least half of the number of lots in the scheme.
(2)  The tenants of lots in a strata scheme (being tenants notified in a tenancy notice given in accordance with this Act) may nominate one tenant representative for the strata committee.
(3)  The tenant representative on a strata committee, in that capacity:
(a)  is not entitled to vote on decisions of the committee or to put a motion or nominate a person for office, and
(b)  is not entitled to act as an officer of the owners corporation for committee purposes, and
(c)  cannot be counted in determining whether there is a quorum of the committee.
(4)  The strata committee, at any meeting or for the purpose of all meetings, may determine that a tenant representative is not entitled to be present when the following matters are being discussed or determined:
(a)  financial statements and auditor’s reports,
(b)  levying of contributions,
(c)  recovery of unpaid contributions,
(d)  a strata renewal proposal under Part 10 of the Strata Schemes Development Act 2015 or any related matter,
(e)  any other financial matter specified by the regulations.
(5)  The regulations may provide for the procedures for nomination of a tenant representative, including the term for which a tenant representative is appointed, the notification of an appointment and the end of an appointment.",
SC Acting member,SM15,34,P3'D1,Acting members of strata committee,"sc,def","(1)  A member of a strata committee may, with the consent of the strata committee, appoint an owner or company nominee of a corporation that is an owner who is eligible to be a member to act in his or her place as a member at any meeting of the strata committee.
(2)  The owner or company nominee appointed is, while so acting as a member, taken to be a member.
(3)  An owner or company nominee of a corporation may be appointed whether or not he or she is already a member of the strata committee.
(4)  If a person so appointed is a member of the strata committee, the person may, at any meeting of the strata committee, separately vote in the person’s capacity as such a member and on behalf of the member in whose place the person has been appointed to act.",
SC Vacation,SM15,35,P3'D1,Vacation of office of elected member of strata committee,"sc,def","(1)  An elected member of a strata committee vacates office as a member:
(a)  if the person was eligible to be a member at the time of election and the person ceases to be so eligible (other than because the person is an unfinancial owner), or
(b)  if the person was not an owner at the time of election or was a company nominee and the individual who nominated the person for election or the corporation for which the person is a company nominee ceases to be an owner or gives written notice to the owners corporation that the person’s office is vacated, or
(c)  on the receipt by the owners corporation from the person of notice in writing of the person’s resignation as a member, or
(d)  at the end of the next meeting at which a new strata committee is elected by the owners corporation, or
(e)  if the owners corporation, in accordance with a special resolution, determines that the person’s office as a member is vacated, or
(f)  if the person dies.
(2)  A strata committee may appoint a person eligible for election as a member to fill a vacancy in the office of a member of the strata committee, other than a vacancy arising under subsection (1) (d) or a vacancy in the office of an officer of the owners corporation. Any person so appointed holds office, subject to this section, for the balance of his or her predecessor’s term of office.
Note. Section 45 (2) provides for the filling of vacancies in the office of members who are officers of the owners corporation.
(3)  A special resolution that determines that the office of a member is vacated may relate to more than one member of a strata committee or to all members of a strata committee.",
SC Functions,SM15,36,P3'D2,Functions of strata committee,"sc,def","(1)  A strata committee has the functions conferred on it by or under this or any other Act.
(2)  A decision of a strata committee is taken to be the decision of the owners corporation. However, in the event of a disagreement between the owners corporation and the strata committee, the decision of the owners corporation prevails.
(3)  The following decisions cannot be made by the strata committee:
(a)  a decision that is required by or under any Act to be made by the owners corporation by unanimous resolution or special resolution or in general meeting,
(b)  a decision on any matter or type of matter that the owners corporation has determined in general meeting is to be decided only by the owners corporation in general meeting.
(4)  An owners corporation may in general meeting continue to exercise all or any of the functions conferred on it by this Act or the by-laws even though a strata committee holds office.",
SC SM15 functions,SM15,36(1),P3'D2,Functions of strata committee (1),"sc,def",A strata committee has the functions conferred on it by or under this or any other Act.,
OC prevails SC,SM15,36(2),P3'D2,Functions of strata committee (2),"sc,def","A decision of a strata committee is taken to be the decision of the owners corporation. However, in the event of a disagreement between the owners corporation and the strata committee, the decision of the owners corporation prevails.",
SC Limitation,SM15,36(3),P3'D2,Functions of strata committee (3),"sc,def","The following decisions cannot be made by the strata committee:
(a) a decision that is required by or under any Act to be made by the owners corporation by unanimous resolution or special resolution or in general meeting,(b) a decision on any matter or type of matter that the owners corporation has determined in general meeting is to be decided only by the owners corporation in general meeting.",
SC Diligence,SM15,37,P3'D2,Duty of members of strata committee,"sc,duty","It is the duty of each member of a strata committee of an owners corporation to carry out his or her functions for the benefit, so far as practicable, of the owners corporation and with due care and diligence.

**Note**. Section 260 provides protection from personal liability for members of strata committees who act in good faith.",
SC Proceedings,SM15,38,P3'D2,Acts and proceedings of strata committee valid despite vacancies or defects,"sc,def","(1)  This section applies if, when any act or proceeding of a strata committee was done, taken or commenced there was:
(a)  a vacancy in the office of an officer of the owners corporation or any other member of the strata committee, or
(b)  any defect in the appointment, or any disqualification, of any such officer or member.
(2)  Any act or proceeding of a strata committee done in good faith is as valid as if the vacancy, defect or disqualification did not exist and the strata committee were fully and properly constituted.",
SC Meetings,SM15,39,P3'D3,Convening meetings,"sc,def","(1)  The secretary of the owners corporation may convene a meeting of the strata committee at any time.
(2)  The secretary of the owners corporation, or any other member of the strata committee, must convene a meeting of the committee if requested to do so by at least one-third of the members of the committee.
(3)  The meeting must be held:
(a)  in the case of a large strata scheme, not later than 28 days after the request is made, or
(b)  in the case of any other strata scheme, not later than 14 days after the request is made.",
SC Officers,SM15,41,P3'D4,Strata committee to appoint officers,"sc,def","(1)  The members of a strata committee must, at the first meeting of the strata committee after they assume office as members, appoint a chairperson, secretary and treasurer of the strata committee in accordance with this Act.
(2)  The chairperson, secretary and treasurer of the strata committee are also, respectively, the chairperson, secretary and treasurer of the owners corporation.
(3)  A person may be appointed to one or more of the offices of chairperson, secretary and treasurer.
(4)  Nomination for election as an officer of the owners corporation may be made before or at the meeting at which the election is held.
(5)  The regulations may provide for the procedures for nomination of officers of the strata committee.",
Chairperson functions,SM15,42,P3'D4,Functions of chairperson of owners corporation,"sc,duty","The functions of the chairperson of an owners corporation include the following:
(a)  to preside at meetings of the owners corporation and the strata committee of the owners corporation,
(b)  to make determinations as to quorums and procedural matters at meetings of the owners corporation and the strata committee of the owners corporation.",
FN: Determinations,SM15,42(b),P3'D4,Functions of chairperson of owners corporation (b),"sc,duty",to make determinations as to quorums and procedural matters at meetings of the owners corporation and the strata committee of the owners corporation.,
Secretary functions,SM15,43,P3'D4,Functions of secretary of owners corporation,"sc,duty","The functions of a secretary of an owners corporation include the following:
(a)  to prepare and distribute minutes of meetings of the owners corporation and submit a motion for confirmation of the minutes of any meeting of the owners corporation at the next such meeting,
(b)  to give on behalf of the owners corporation and the strata committee of the owners corporation notices required to be given under this Act,
(c)  to maintain the strata roll,
(d)  to enable the inspection of documents on behalf of the owners corporation in accordance with this Act,
(e)  to answer communications addressed to the owners corporation,
(f)  to convene meetings of the strata committee and (apart from its first annual general meeting) of the owners corporation,
(g)  to attend to matters of an administrative or secretarial nature in connection with the exercise of functions by the owners corporation or the strata committee of the owners corporation,
(h)  any other functions conferred on the secretary under any other Act or law.",
FN: Minutes,SM15,43(a),P3'D4,Functions of secretary of owners corporation (a),"sc,duty","to prepare and distribute minutes of meetings of the owners corporation and submit a motion for confirmation of the minutes of any meeting of the owners corporation at the next such meeting,",
FN: Notices,SM15,43(b),P3'D4,Functions of secretary of owners corporation (b),"sc,duty","to give on behalf of the owners corporation and the strata committee of the owners corporation notices required to be given under this Act,",
FN: Strata roll,SM15,43(c),P3'D4,Functions of secretary of owners corporation (c),"sc,duty"," to maintain the strata roll,",
FN: Enable inspections,SM15,43(d),P3'D4,Functions of secretary of owners corporation (d),"sc,duty"," to enable the inspection of documents on behalf of the owners corporation in accordance with this Act,",
FN: Answer comms,SM15,43(e),P3'D4,Functions of secretary of owners corporation (e),"sc,duty"," to answer communications addressed to the owners corporation,",
FN: Convene meetings,SM15,43(f),P3'D4,Functions of secretary of owners corporation (f),"sc,duty","to convene meetings of the strata committee and (apart from its first annual general meeting) of the owners corporation,",
FN: Attend admin,SM15,43(g),P3'D4,Functions of secretary of owners corporation (g),"sc,duty","to attend to matters of an administrative or secretarial nature in connection with the exercise of functions by the owners corporation or the strata committee of the owners corporation,",
Treasurer functions,SM15,44,P3'D4,Functions of treasurer of owners corporation,"sc,duty","(1) General functions The functions of a treasurer of an owners corporation include the following:
(a)  to notify owners of any contributions levied in accordance with this Act,
(b)  to receive, acknowledge, bank and account for any money paid to the owners corporation,
(c)  to prepare any strata information certificate,
(d)  to keep the accounting records and prepare the financial statements.
(2) Delegation by treasurer of functions The treasurer of an owners corporation may delegate the exercise of any of the treasurer’s functions (other than this power of delegation) to another member of the strata committee of the owners corporation if:
(a)  the delegation is specifically approved by the strata committee, and
(b)  the strata committee specifically approves of the function being delegated to that member, and
(c)  the delegation is subject to any limitations as to time or otherwise that the strata committee requires.
(3)  While a delegate is acting in accordance with the terms of the delegation, the delegate is taken to be the treasurer of the owners corporation.
(4) Strata committee may require treasurer to exercise functions jointly The strata committee of an owners corporation may, by a written notice given to the treasurer of the owners corporation, order the treasurer not to exercise any of the treasurer’s functions that are specified in the notice unless the treasurer does so jointly with another person so specified.
",
FN: Levy notice,SM15,44(a),P3'D4,Functions of treasurer of owners corporation (a),"sc,duty"," to notify owners of any contributions levied in accordance with this Act,",
FN: Transact,SM15,44(b),P3'D4,Functions of treasurer of owners corporation (b),"sc,duty","to receive, acknowledge, bank and account for any money paid to the owners corporation,",
FN: Certificate,SM15,44(c),P3'D4,Functions of treasurer of owners corporation (c),"sc,duty","to prepare any strata information certificate,",
FN: Financial reports,SM15,44(d),P3'D4,Functions of treasurer of owners corporation (d),"sc,duty",to keep the accounting records and prepare the financial statements.,
Officer vacation,SM15,45,P3'D4,Vacation of office by officer,"sc,def","(1)  An officer of an owners corporation vacates office as an officer:
(a)  if the person ceases to be a member of the strata committee, or
(b)  on the receipt by the owners corporation from the person of written notice of the person’s resignation as an officer, or
(c)  if another person is appointed by the strata committee to hold that office, or
(d)  if the owners corporation, by special resolution, declares that the person’s office is vacated, or
(e)  if the person dies.
(2)  A strata committee is to appoint a person who is a member of the strata committee, or who is eligible to be a member of the strata committee, to fill a vacancy in the office of an officer of an owners corporation, other than a vacancy referred to in section 35 (1) (d). Any person so appointed holds office, subject to this section, for the balance of his or her predecessor’s term of office.",
Officer compensation,SM15,46,P3'D4,Payment of officers of owners corporation,"sc,def",An owners corporation may pay to a person who is an officer of the owners corporation or another member of the strata committee of the owners corporation an amount determined by the owners corporation at an annual general meeting in recognition of services performed by the person for the owners corporation in the period since the last annual general meeting.,
SA Appointment,SM15,49,P4'D1,Appointment of strata managing agents,"sa,def","(1)  An owners corporation for a strata scheme may appoint a person who is the holder of a strata managing agent’s licence under the Property, Stock and Business Agents Act 2002 to be the strata managing agent of the scheme.
(2)  The appointment is to be made by instrument in writing authorised by a resolution at a general meeting of the owners corporation.
(3)  The developer of a strata scheme, or a person connected with the developer, is not entitled to be appointed as the strata managing agent of the scheme until after the end of the period of 10 years commencing on the date of registration of the strata plan.
(4)  A reference in this section to a strata managing agent’s licence under the Property, Stock and Business Agents Act 2002 includes a reference to a corporation licence under that Act that authorises the holder to act as, or carry on the business of, a strata managing agent.
(5)  An owner who is seeking appointment as a strata managing agent is not entitled to vote or cast a proxy vote on the appointment at a meeting of the owners corporation.
",
SA Delegation,SM15,52,P4'D2,Owners corporation may delegate functions to strata managing agent,"sa,def","(1)  An owners corporation may, by the instrument appointing a strata managing agent or some other instrument, delegate to the strata managing agent:
(a)  all of its functions, or
(b)  any one or more of its functions specified in the instrument, or
(c)  all of its functions except those specified in the instrument.
(2)  An owners corporation must not delegate to a strata managing agent its power to make:
(a)  a delegation under this section, or
(b)  a decision on a matter that is required to be decided by the owners corporation, or
(c)  a determination relating to the levying or payment of contributions.
(3)  A delegation may be made subject to the conditions or limitations as to the exercise of all or any of the functions, or as to time or circumstances, that may be specified in the instrument of delegation.
(4)  An owners corporation may delegate the functions only if authorised to do so by a resolution at a general meeting.

(5)  An owners corporation may, if authorised to do so by a resolution at a general meeting, revoke or vary a delegation under this section.",
SA Delegate limitation,SM15,52(2),P4'D2,Owners corporation may delegate functions to strata managing agent (2),"sa,def","An owners corporation must not delegate to a strata managing agent its power to make:
(a)  a delegation under this section, or
(b)  a decision on a matter that is required to be decided by the owners corporation, or
(c)  a determination relating to the levying or payment of contributions.",
SA Delegate authorised,SM15,52(4),P4'D2,Owners corporation may delegate functions to strata managing agent (4),"sa,def",An owners corporation may delegate the functions only if authorised to do so by a resolution at a general meeting.,
SA Delegated exercise,SM15,53,P4'D2,Exercise of delegated functions by strata managing agent,"sa,def","(1)  A function delegated under this Division may, while the delegation remains unrevoked, be exercised from time to time in accordance with the delegation.
(2)  Despite any delegation made under this Division, the owners corporation may continue to exercise all or any of the functions delegated.
(3)  Any act or thing done or suffered by a strata managing agent while acting in the exercise of a delegation under this Division:
(a)  has the same effect as if it had been done or suffered by the owners corporation, and
(b)  is taken to have been done or suffered by the owners corporation.
(4)  This section is subject to section 56.",
SA Committee functions,SM15,54,P4'D2,Functions of officers and strata committee may be given to strata managing agent,"sa,def","(1)  The instrument of appointment of a strata managing agent may provide that the strata managing agent has and may exercise all the functions of the chairperson, secretary, treasurer or strata committee of an owners corporation or the functions of those officers or the strata committee specified in the instrument.
(2)  However, the chairperson, secretary, treasurer and strata committee of an owners corporation may continue to exercise all or any of the functions that the strata managing agent is authorised to exercise.
(3)  Any act or thing done or suffered by a strata managing agent in the exercise of any function of the chairperson, secretary, treasurer or strata committee conferred on the strata managing agent in accordance with this section:
(a)  has the same effect as if it had been done or suffered by the chairperson, secretary, treasurer or strata committee, and
(b)  is taken to have been done or suffered by the chairperson, secretary, treasurer or strata committee.

(4)  This section is subject to section 56.",
SA Exercised record,SM15,55,P4'D2,Strata managing agent to record exercise of functions,"sa,def","(1)  A strata managing agent who exercises a function of the owners corporation or of an officer of the owners corporation must, immediately after its exercise, make a record specifying the function and the manner in which it was exercised.
(2)  The strata managing agent must give a copy of the records kept for the preceding 12 months to the owners corporation at least once each year.",
SA Breaches,SM15,57,P4'D2,Breaches by strata managing agent,"sa,def","(1)  If a strata managing agent has been delegated a function by an owners corporation and a breach of the duty by the owners corporation would constitute an offence under a provision of this Act, the agent is guilty of an offence under that provision (instead of the owners corporation) for any breach of the duty by the agent occurring while the delegation remains in force.
(2)  A strata managing agent must not, in connection with the provision of services as a strata managing agent or the exercise of functions as a strata managing agent, request or accept a gift or other benefit from another person for himself or herself or for another person.
Maximum penalty: 20 penalty units.
(3)  Subsection (2) does not apply to:
(a)  remuneration paid to a strata managing agent or an employee or contractor of a strata managing agent by an owners corporation, or
(b)  a monetary commission provided to a strata managing agent, if the provision of such a commission is in accordance with the terms of appointment of the strata managing agent by the owners corporation or has been otherwise approved by the owners corporation, or
(c)  a training service provided to, or paid for, a strata managing agent, if it was related to strata management functions and the provision or payment is in accordance with the terms of appointment of the strata managing agent by the owners corporation or has been otherwise approved by the owners corporation, or
(d)  a gift or other benefit that has a value that is less than the amount prescribed by the regulations for the purposes of this subsection.
(4)  In this section:
gift has the same meaning as it has in the Electoral Funding Act 2018.
training service means a training course or service (including attendance at industry events such as conferences).",
SA Account disclosure,SM15,58,P4'D3,Strata managing agent may be required to provide information about trust account and other accounts,"sa,duty","(1)  An owners corporation may require a strata managing agent to provide the following information relating to the trust account that the agent is required to operate under the Property, Stock and Business Agents Act 2002:
(a)  the name and number of the account,
(b)  the name of the authorised deposit-taking institution in which the account is current,
(c)  the balance in the account standing to the credit of the owners corporation on a specified date,
(d)  particulars of all cheques drawn on the account on behalf of the owners corporation as at that date and not presented and duly paid.
(2)  An owners corporation may require a strata managing agent to provide the following information relating to any other accounts on which the agent operates in the exercise of functions of the owners corporation:
(a)  the names and numbers of the accounts,
(b)  the names of the authorised deposit-taking institutions in which the accounts are current,
(c)  the balance in each of the accounts standing to the credit of the owners corporation on a specified date,
(d)  particulars of all cheques drawn on each of the accounts as at that date and not presented and duly paid.",
SA Transact disclosure,SM15,59,P4'D3,Provision of information about money received and other transactions,"sa,duty","(1)  An owners corporation may require a strata managing agent to provide:
(a)  full particulars relating to the payment of money to, or the receipt of money by, the agent on behalf of the owners corporation, and
(b)  if the money is not still held by the agent, the manner and time of disposal of the money.
(2)  An owners corporation may require a strata managing agent to provide full particulars of any specified transaction that has been entered into by the agent on behalf of the owners corporation.",
SA Comission disclosure,SM15,60,P4'D3,Disclosure of commissions and training services,"sa,duty,offence","(1)  A strata managing agent for a strata scheme must report the following at the annual general meeting of the owners corporation for the scheme:
(a)  whether any commissions or training services have been provided to or paid for the agent (other than by the owners corporation) in connection with the exercise by the agent of functions for the scheme during the preceding 12 months and particulars of any such commissions or training services,
(b)  any such commissions or training services and the estimated amount or value of any such commissions or training services that the agent believes are likely to be provided to or paid for the agent in the following 12 months.
Maximum penalty: 20 penalty units.
Note. It will be an offence for an agent to receive commissions or training services that are not of a kind permitted by the agent’s terms of appointment or approved by the owners corporation (see section 57).
(2)  A strata managing agent must, as soon as practicable after becoming aware that commissions or training services provided to or paid for the agent (other than by the owners corporation) differ from the commissions or training services or any estimate of them disclosed at the annual general meeting, disclose to the strata committee the variation and give an explanation for the variation.
Maximum penalty: 20 penalty units.
(3)  The Tribunal may, on application by an owners corporation, order a strata managing agent to pay to the owners corporation:
(a)  the whole or part of the amount or value of any commissions or training services provided to or paid for the agent and not disclosed in accordance with this section, or
(b)  the whole or part of the amount or value of any commissions or training services provided to or paid for the agent that are not of a kind or an amount disclosed by the agent under this section, if the Tribunal is satisfied that the disclosure of those things at the previous annual general meeting was not made in good faith.
(4)  In this section:

training service means a training course or service (including attendance at industry events such as conferences)",
ORDER 60 Agent pay OC,SM15,60(3),P4'D3,Disclosure of commissions and training services (3),"sa,order","(3)  The Tribunal may, on application by an owners corporation, order a strata managing agent to pay to the owners corporation:
(a)  the whole or part of the amount or value of any commissions or training services provided to or paid for the agent and not disclosed in accordance with this section, or
(b)  the whole or part of the amount or value of any commissions or training services provided to or paid for the agent that are not of a kind or an amount disclosed by the agent under this section, if the Tribunal is satisfied that the disclosure of those things at the previous annual general meeting was not made in good faith.",
SA info request ,SM15,61,P4'D3,Procedure for requiring information from strata managing agent,"sa,duty",(1)  An owners corporation is to require information from a strata managing agent under this Division by written notice given to the strata managing agent. (2) The notice must specify a member of the strata committee to whom the information is to be delivered.,
SA Offence,SM15,62,P4'D3,Offences (Strata Mangaging Agent),"sa,offence","(1)  A strata managing agent must comply with a notice to provide information under this Division by giving a written statement, containing the information required, within 14 days after the notice is given.
Maximum penalty: 20 penalty units.
(2)  A person is not guilty of failing to comply with the notice if reasonable cause for the failure is shown.
(3)  A strata managing agent must not knowingly provide information that is false or misleading in a material particular in a statement given in response to a notice to provide information under this Division.",
SA Interests disclosure,SM15,71,P4'D5,Interests must be disclosed by potential strata managing agents,"sa,offence","(1)  A person appointed as the strata managing agent or building manager for a strata scheme who has an interest that must be disclosed under this section must disclose the interest to the owners corporation before the appointment of the person.
Maximum penalty: 50 penalty units.
(2)  The following are interests that must be disclosed to the owners corporation by a person:
(a)  that the person is connected with the original owner,
(b)  any direct or indirect pecuniary interest in the strata scheme (other than an interest arising only from the prospective appointment).",
ORDER 72 SA termination,SM15,72,P4'D5,Strata managing agent and building manager agreements may be terminated or varied by Tribunal,"sa,order","(1)  The Tribunal may, on application by an owners corporation for a strata scheme, make any of the following orders in respect of an agreement for the appointment of a strata managing agent or building manager for the scheme:
(a)  an order terminating the agreement,
(b)  an order requiring the payment of compensation to a party to the agreement,
(c)  an order varying the term, or varying or declaring void any of the conditions, of the agreement,
(d)  an order that a party to the agreement take any action or not take any action under the agreement,
(e)  an order dismissing the application.
(2)  If the Tribunal makes an order terminating the agreement, the Tribunal may also order the strata managing agent or building manager to return to the owners corporation, within the period specified in the order, any documents or other records relating to the strata scheme that are in the possession of the agent or manager.
(3)  The Tribunal may make an order under this section on any of the following grounds:
(a)  that the strata managing agent or building manager has refused or failed to perform the agreement or has performed it unsatisfactorily,
(b)  that charges payable by the owners corporation under the agreement are unfair,
(c)  that the strata managing agent has contravened section 58 (2),
(d)  that the strata managing agent has failed to disclose commissions or training services (including estimated commissions or value of training services or variations and explanations for variations) in accordance with section 60 or has failed to make the disclosures in good faith,
(e)  that the strata managing agent or building manager has failed to disclose an interest under section 71,
(f)  that the agreement is, in the circumstances of the case, otherwise harsh, oppressive, unconscionable or unreasonable.",
Admin fund,SM15,73,P5'D1,Administrative fund,"oc,duty,def","(1) **Establishment of fund**  
An owners corporation must establish an administrative fund.  
(2) **Amounts payable to fund**  
An owners corporation must pay the following amounts into the administrative fund:
  (a)  the contributions levied on, and paid by, owners for payment into the fund,
  (b)  the proceeds of the disposal of any personal property of the owners corporation,
  (c)  any fees paid to the owners corporation for inspection of its records and the provision of information and certificates relating to its records,
  (d)  any monetary penalty payable to the owners corporation under this Act,
  (e)  the proceeds of any investment of the fund.
(3)  An owners corporation may also pay the following amounts into the administrative fund:
  (a) any amounts paid to the owners corporation by way of discharge of insurance claims,
  (b) any income of the owners corporation (other than proceeds of any investment of the capital works fund),
  (c)  any amount that may be, but is not required to be, paid into the fund under this Act.
(4) **Amounts payable from fund**  
An owners corporation may pay money from its administrative fund only for the following purposes:
  (a) payments of the kind for which estimates have been made under section 79 (1),
  (b) payments made in accordance with this Division on a distribution of a surplus in the fund,
  (c) payments to a member of the strata committee of the owners corporation in accordance with this Act,
  (d) other payments in connection with exercising its functions under this Act or the by-laws, or the Strata Schemes Development Act 2015, except payments that are permitted to be made from the capital works fund,
  (e) any monetary penalty payable by the owners corporation under this Act,
  (f) the transfer of money to the capital works fund or to pay expenditure that should have been paid from the capital works fund.",
Capital works fund,SM15,74,P5'D1,Capital works fund,"oc,duty,def","(1) **Establishment of fund**  
An owners corporation must establish a capital works fund.
(2) **Amounts payable to fund**  
An owners corporation must pay the following amounts into the capital works fund:
  (a)  the contributions levied on, and paid by, owners for payment into the fund,
  (b)  any amounts paid to the owners corporation by way of discharge of insurance claims, unless paid into the administrative fund,
  (c)  any amounts paid to the owners corporation under Part 11,
  (d)  any amount received by the owners corporation that is not required or permitted to be paid into the administrative fund,
  (e)  the proceeds of any investment of the fund.  
(3)  An owners corporation may also pay the following amounts into the capital works fund:
  (a)  any income of the owners corporation,
  (b)  any amount that may be, but is not required to be, paid into the fund under this Act.
(4) **Amounts payable from fund**  
An owners corporation may pay money from its capital works fund only for the following purposes:
  (a)  payments of the kind for which estimates have been made under section 79 (2),
  (b)  payments made in accordance with this Division on a distribution of a surplus in the fund,
  (c)  payments of amounts for the purposes of Part 11,
  (d)  the transfer of money to the administrative fund or to pay expenditure that should have been paid from the administrative fund.  
(5) **Exemption** 
An owners corporation for a strata scheme comprising 2 lots need not establish a capital works fund if:
  (a)  the owners corporation so determines by unanimous resolution, and
  (b)  the buildings comprised in one of those lots are physically detached from the buildings comprised in the other lot, and
  (c)  no building or part of a building in the strata scheme is situated outside those lots.",
ACW investment,SM15,75,P5'D1,Investment of money in administrative fund or capital works fund,"oc,def","(1)  An owners corporation may invest any money in its administrative fund or capital works fund in any manner permitted by law for the investment of trust funds or in any investment prescribed by the regulations.
(2)  Any interest received on an investment made under this section forms part of the fund to which the investment belongs.",
OC fund transfers,SM15,76,P5'D1,Use of administrative fund or capital works fund for purposes of other fund,"oc,duty","(1)  This section applies if the owners corporation for a strata scheme having more than 2 lots:
  (a)  transfers money from the administrative fund to the capital works fund or uses the administrative fund to meet expenditure that should have been met from the capital works fund, or
  (b)  transfers money from the capital works fund to the administrative fund or uses the capital works fund to reimburse expenditure that should have been met from the administrative fund.  
(2)  The owners corporation must, not later than 3 months after the transfer or use, determine the amount to be levied as a contribution to the fund from which the transfer or use was made to reimburse the amounts paid from the fund. Section 81 (3) and (5) apply to a contribution determined under this subsection.",
Fund distribution,SM15,77,P5'D1,Distribution of surplus money in administrative fund or capital works fund,"oc,def","(1)  An owners corporation for a strata scheme may, in accordance with a unanimous resolution, distribute between the owners any money in its administrative fund or capital works fund that is not, in the opinion of the owners corporation, required for the purposes of either fund.
(2)  A distribution to an owner of a lot or other person entitled to receive it under this section must be made in the same proportion that the unit entitlement of the lot bears to the aggregate unit entitlement.
(3)  Any money distributed under this section in relation to a lot that is subject to a mortgage or covenant charge shown on the strata roll is to be paid:
  (a)  in accordance with the joint directions of the owner of the lot and the mortgagee or covenant chargee, or
  (b)  if they cannot agree—in accordance with an order under this section.
(4)  The Tribunal may, on application by an owners corporation, an owner of a lot that is subject to a mortgage or covenant charge, or the mortgagee or covenant chargee concerned, make an order as to the payment of money under subsection (3).
(5)  An application under this section is to be made to, and determined by, the Supreme Court (and not the Tribunal) if:
  (a)  the title to land is in question otherwise than incidentally, or
  (b)  the matter is incidental to other proceedings being dealt with by the Court.",
