name,of,at,in,title,tags,body,see
PA Referrals,PA14,S1(12),Sch1,Referral to service provider,"sa,duty","(1)  An agent who refers a person to a service provider must not falsely represent to the person that the service provider is independent of the agent.
(2)  For the purposes of this clause, a service provider is considered to be independentof an agent if:
(a)  the agent receives no rebate, discount, commission or benefit for referring a client or customer to the service provider, and
(b)  the agent does not have a personal or commercial relationship with the service provider.
(3)  The following are examples of a personal or commercial relationship:
(a)  a family relationship,
(b)  a business relationship,
(c)  a fiduciary relationship,
(d)  a relationship in which one person is accustomed, or obliged, to act in accordance with the directions, instructions or wishes of the other person.
(4)  If the service provider is not independent of the agent, the agent must disclose to the person:
(a)  the nature of any relationship, whether personal or commercial, the agent has with the service provider, and
(b)  the nature and value of any rebate, discount, commission or benefit the agent may receive, or expects to receive, by referring the client or customer to the service provider.",
PA Mislead solicitation,PA14,S1(15),Sch1,Soliciting through false or misleading advertisements or communications,"sa,duty","An agent must not solicit clients or customers through advertisements or other communications that the agent knows or should know are false or misleading.
",
PA Act representation,PA14,S1(18),Sch1,Representations about the Act or regulations,"sa,duty","(1)  An agent must not falsely represent to a person the nature or effect of a provision of the Act or any regulation under the Act.
(2)  An agent must not, either expressly or impliedly, falsely represent, whether in writing or otherwise, to a person that a particular form of agency agreement or any term of such an agreement is required by the Act or a regulation under the Act.",
SMA Transfer co-operation,PA14,S6(1),Sch6,"Co-operation about records, access and transfer","sa,duty","If an agent is acting on behalf of a person in the management of property and is advised by another agent that the other agent (the new agent) has been engaged to act on behalf of that person in the management of that property, the agent must co-operate with the new agent in regard to access to the records of the person, including but not limited to making the records reasonably available (according to law) and facilitating the transfer of management functions between the agent and the new agent.",
SMA Collection agent,PA14,S6(3),Sch6,Use of collection agent to collect rent,"sa,duty","(1)  A licensee must not use the services of a collection agent to collect rent or levies on behalf of a person unless the arrangements for the collection and holding of the rent or levies pending payment to the agent or the person comply with such guidelines as the Secretary may issue from time to time under this clause (including guidelines requiring rent or levies collected by a collection agent to be paid into and retained in a trust account).
(2)  In this clause:
collection agent means a person who collects rent or levies as agent for and on behalf of a licensee.",
SMA Epecific instruction,PA14,S6(6),Sch6,Confirmation of specific instructions—strata managing agent or community managing agent,"sa,duty","Before or at the time of entering into an agency agreement under which an agent will exercise the functions of a strata managing agent or community managing agent, the agent must prepare for inclusion in the agency agreement written confirmation of the extent of the agent’s authority to undertake the following duties in connection with the exercise of those functions and any limitations on the agent’s authority to undertake those duties:
(a)  undertaking the financial management of funds and books of account,
(b)  holding documents and maintaining records relating to the scheme (for example, the strata roll, notices and minutes of meetings),
(c)  arranging building inspections and reports,
(d)  effecting repairs to and maintaining common property or engaging appropriately qualified tradespersons to do so and detailing limitations on expenditure that may be incurred by the agent without obtaining the approval of the person on behalf of whom the agent is acting,
(e)  paying disbursements and expenses incurred in connection with the agent’s management of the scheme,
(f)  arranging insurance cover for the scheme,
(g)  serving notices to comply with a by-law,
(h)  managing the sinking fund and the administrative fund,
(i)  undertaking steps necessary to recover any money owing in relation to levies,
(j)  representing the owners corporation or association in tribunal or court proceedings,
(k)  paying accounts in relation to the scheme (for example, accounts for water charges, council rates and maintenance),
(l)  arranging and undertaking administrative duties in relation to annual general meetings and other general meetings.",
PA Agency agreement,PA14,S7,Sch7,Schedule 7 Terms applying to all agency agreements,"sa,duty","1   Identification of property, business or professional practice
The agreement must specify the address of the property, business or professional practice to which the agreement applies or must contain such other description of the property, business or professional practice as clearly identifies it. This clause does not apply to an agency agreement to act for the buyer of land.
2   Names of parties to agreement
The agreement must specify the names of each of the parties to the agreement (including the licensee).
3   Information identifying parties
The agreement must specify the address of the person on behalf of whom the agent is acting, the licensee’s licence number and any business name under which the licensee conducts business.
4   Authority of the person on behalf of whom the agent will act to enter into agreement
The agreement must contain a statement to the effect that the person on behalf of whom the agent is acting warrants that the person has authority to enter into the agreement.
5   Authorisation for licensee to act on behalf of person
The agreement must contain a term containing particulars of the extent of the authority of the licensee to act as agent on behalf of the person on behalf of whom the agent is acting in providing services under the agreement.
6   Period of duration of the agreement
The agreement must contain a term indicating the period for which the agreement remains in force or indicating that the agreement remains in force until terminated.
7   Termination of the agreement
If the agreement provides for its termination by a party to the agreement, the agreement must indicate how and when it can be terminated.
8   Reimbursement of licensee
(1)  If the licensee is to be entitled to any sum or reimbursement for expenses or charges incurred by the licensee in connection with services provided under the agency agreement, the agreement must include a term that:
(a)  states that the licensee is so entitled, and
(b)  describes those services, and
(c)  specifies the amount to which the licensee is so entitled and when it is payable, and
(d)  states that those services and amounts cannot be varied except with the agreement in writing of the person on behalf of whom the agent is acting.
(2)  Subclause (1) (d) does not apply to an agency agreement for the exercise of the functions of a strata managing agent or community managing agent.
9   Remuneration
(1)  The agreement must include a term specifying:
(a)  the circumstances in which the licensee is entitled to remuneration (by way of commission or otherwise) for services performed under the agreement, and
(b)  the amount of the remuneration or the way in which it is to be calculated, and
(c)  when the remuneration is payable.
(2)  If the agreement relates to the sale or purchase of residential property and provides for payment of commission to the agent calculated as a percentage of the sale or purchase price, the term must also specify the amount of the remuneration to which the licensee will be entitled calculated on the basis of a specified estimated sale or purchase price for the property.",
SMA Agency agreement,PA14,S14,Sch14,Schedule 14 Terms specific to agency agreement for the management of strata,"sa,duty","1   Authorisation for the licensee to undertake certain duties relating to management of strata or community title land
The agreement must include any written confirmation prepared for the purposes of clause 6 of Schedule 6 of the extent of the agent’s authority to undertake the following duties in connection with the exercise of the functions of a strata managing agent or community managing agent and any limitations on the agent’s authority to undertake those duties:
(a)  undertaking the financial management of funds and books of account,
(b)  holding documents and maintaining records relating to the scheme (for example, the strata roll, notices, and minutes of meetings),
(c)  arranging building inspections and reports,
(d)  effecting repairs to and maintaining common property or engaging appropriately qualified tradespersons to do so and detailing limitations on expenditure that may be incurred by the agent without obtaining the approval of the person on behalf of whom the agent is acting,
(e)  paying disbursements and expenses incurred in connection with the agent’s management of the scheme,
(f)  arranging insurance cover for the scheme,
(g)  serving notices to comply with a by-law,
(h)  managing the sinking fund and the administrative fund,
(i)  undertaking steps necessary to recover any money owing in relation to levies,
(j)  representing the owners corporation or association in tribunal or court proceedings,
(k)  paying accounts in relation to the scheme (for example, accounts for water charges, council rates and maintenance),
(l)  arranging and undertaking administrative duties in relation to annual general meetings and any other general meetings.
2   Effect of statutory appointment of managing agent
The agreement must include a term or terms to the effect of the following provisions:
(a)  the agent does not have and may not exercise any of the powers, authorities, duties or functions of the owners corporation, association or strata corporation that are conferred on another strata managing agent or managing agent appointed for the owners corporation, association or strata corporation for the time being under section 237 of the Strata Schemes Management Act 2015 or section 85 of the Community Land Management Act 1989,
(b)  the agency agreement is terminated on the appointment of a strata managing agent or managing agent under section 237 of the Strata Schemes Management Act 2015 or section 85 of the Community Land Management Act 1989 to exercise or perform all the functions of the owners corporation, association or strata corporation,
(c)  the agent is not entitled to any remuneration by way of commission or otherwise in respect of any period after termination of the agency agreement as referred to in paragraph (b),
(d)  the agent is not entitled to any payment (in the nature of a penalty or otherwise) by reason of the early termination of the agency agreement as referred to in paragraph (b).
3   Renewal of agreement for fixed term
If the agreement is for a fixed term, it must not contain a provision that operates (without the further agreement in writing of the person on behalf of whom the agent is acting) to renew the agreement for a subsequent fixed term of more than 3 months unless the agreement also provides for the person on behalf of whom the agent is acting to be able to terminate the agreement (without penalty) by giving 3 months’ notice of termination at any time during that subsequent fixed term.
Note. This does not prevent the person on behalf of whom the agent is acting from agreeing in writing to the renewal of the agreement for a further fixed term.
4   Accounting to the person on behalf of whom the agent is acting in respect of money received
The agreement must specify the manner in which and the frequency with which the agent is required to account to the person on behalf of whom the agent is acting in respect of money received by the agent on behalf of that person.
5   Indemnification of strata managing agent prohibited
An agency agreement under which the agent will exercise the functions of a strata managing agent must not contain a term that indemnifies the agent against any liability to pay a fine that arises by virtue of section 57 (1) of the Strata Schemes Management Act 2015.
Note. Section 57 (1) of the Strata Schemes Management Act 2015 provides that if a strata managing agent has been delegated a duty by an owners corporation and a breach of the duty by the owners corporation would constitute an offence under a provision of the Strata Schemes Management Act 2015, the agent is guilty of an offence under that provision (instead of the owners corporation) for any breach of the duty by the agent occurring while the delegation remains in force.",
SSMA objectives,SM15,3,P1,Objects of Act,def,"The objects of this Act are as follows:
(a)  to provide for the management of strata schemes,
(b)  to provide for the resolution of disputes arising from strata schemes.",
OC Resolutions,SM15,5,P1,Resolutions of owners corporations,def,"(1)  In this Act, a resolution of an owners corporation is a special resolution if:
(a)  it is passed at a properly convened general meeting, and
(b)  not more than 25% of the value of votes cast are against the resolution.
(2)  For the purposes of determining a special resolution, the value of a vote in respect of a lot is equal to the unit entitlement of the lot. However, if the total unit entitlement of lots of the original owner is not less than half of the aggregate unit entitlement, the value of the vote in respect of those lots is taken to be reduced by two-thirds (ignoring any fraction).
(3)  In this Act, a resolution of an owners corporation is a unanimous resolution if it is passed at a properly convened general meeting and no vote is cast against the resolution.
Note. A motion or election that is not required to be approved by a special resolution or unanimous resolution is passed by a simple majority of votes (see clause 14 of Schedule 1).",
Connected person,SM15,7,P1,Connected persons,def,"(1)  For the purposes of this Act, a person (the principal person) is connected with another person if the other person:
(a)  is a relative (within the meaning of the Local Government Act 1993) of the principal person or, if the principal person is a corporation, is a relative of the holder of an executive position in the corporation, or
(b)  is employed or engaged by the principal person or is a business partner of the principal person, or
(c)  if the principal person is a corporation, holds an executive position in the corporation, or
(d)  is the employer of the principal person, or
(e)  is employed or engaged by, or holds an executive position in, a corporation that also employs or engages the principal person or in which the principal person holds an executive position, or
(f)  has any other connection or association with the principal person of a kind prescribed by the regulations.
(2)  However, the principal person is not connected with a member of an owners corporation, or the strata committee of an owners corporation, merely because of any dealing, contact or arrangement the member has with the principal person in the capacity of a member of the owners corporation or strata committee.
(3)  In this section, executive position in a corporation means the position of director, manager or secretary of the corporation, or any other executive position of the corporation, however those positions are designated.
",
OC Manages scheme,SM15,9,P2'D2,Owners corporation responsible for management of strata scheme,"oc,def","(1)  The owners corporation for a strata scheme has the principal responsibility for the management of the scheme.
(2)  The owners corporation has, for the benefit of the owners of lots in the strata scheme:
(a)  the management and control of the use of the common property of the strata scheme, and
(b)  the administration of the strata scheme.
(3)  The owners corporation has responsibility for the following:
(a)  managing the finances of the strata scheme (see Part 5),
(b)  keeping accounts and records for the strata scheme (see Parts 5 and 10),
(c)  maintaining and repairing the common property of the strata scheme (see Part 6),
(d)  taking out insurance for the strata scheme (see Part 9).",
OC Principal responsibility,SM15,9(1),P2'D2,Owners corporation responsible for management of strata scheme (1),"oc,def",The owners corporation for a strata scheme has the principal responsibility for the management of the scheme.,
OC Benfit owners,SM15,9(2),P2'D2,Owners corporation responsible for management of strata scheme (2),"oc,def","The owners corporation has, for the benefit of the owners of lots in the strata scheme:
(a)  the management and control of the use of the common property of the strata scheme, and
(b)  the administration of the strata scheme.",
OC Responsibilities,SM15,9(3),P2'D2,Owners corporation responsible for management of strata scheme (3),"oc,def","The owners corporation has responsibility for the following:
(a)  managing the finances of the strata scheme (see Part 5),
(b)  keeping accounts and records for the strata scheme (see Parts 5 and 10),
(c)  maintaining and repairing the common property of the strata scheme (see Part 6),
(d)  taking out insurance for the strata scheme (see Part 9).",
OC functions generally,SM15,10,P2'D2,Functions of owners corporation generally,"oc,def","(1)  An owners corporation has such other functions as may be conferred or imposed on it by or under this or any other Act.
(2)  An owners corporation must not delegate any of its functions to a person unless the delegation is specifically authorised by this Act.",
OC Authorized delegation,SM15,10(2),P2'D2,Functions of owners corporation generally (2),"oc,def",An owners corporation must not delegate any of its functions to a person unless the delegation is specifically authorised by this Act.,
OC assistance,SM15,11,P2'D2,Other management bodies and persons who assist the owners corporation,"oc,def","The owners corporation for a strata scheme may be assisted in the carrying out of its management functions under this Act by any one or more of the following:
(a)  the strata committee of the owners corporation established in accordance with this Act,
(b)  a strata managing agent for the scheme appointed in accordance with Part 4,
(c)  a building manager for the scheme appointed in accordance with Part 4.",
OC SC assist,SM15,11(a),P2'D2,Other management bodies and persons who assist the owners corporation (a),"oc,def,sc","the strata committee of the owners corporation established in accordance with this Act,",
OC SA assist,SM15,11(b),P2'D2,Other management bodies and persons who assist the owners corporation (b),"oc,def,sa","a strata managing agent for the scheme appointed in accordance with Part 4,",
AGM requirement,SM15,18,P2'D3,AGM must be held,def,An owners corporation must hold an annual general meeting once in each financial year of the corporation.,
EGM requirement,SM15,19,P2'D3,Other general meetings,def,"(1)  The secretary or a strata committee of an owners corporation may convene a general meeting (that is not an annual general meeting) of the owners corporation at any time.
(2)  The secretary of the owners corporation, or another officer if the secretary is absent, must convene a general meeting (that is not an annual general meeting) of the owners corporation as soon as practicable, and not later than 14 days after, receiving a qualified request.
(3)  A meeting may be convened on a qualified request even if the first annual general meeting has not been held.
(4)  A request is a qualified request for the purposes of this section if it is made by one or more owners of a lot or lots in the strata scheme having a total unit entitlement of at least one-quarter of the aggregate unit entitlements.",
ORDER General Meeting,SM15,20,P2'D3,Tribunal may appoint person to hold first AGM and other meetings,order,"(1)  The Tribunal may, on application by an owners corporation or an owner or mortgagee of a lot in a strata scheme, order a person to convene and hold a meeting of the owners corporation within the time specified in the order if a meeting has not been convened and held in accordance with this Act.
(2)  The person who is to convene and hold the meeting is to be a person nominated by the applicant, or appointed by the Tribunal, who has consented to the nomination or appointment.
",
Resolution reciprocity,SM15,21,P2'D3,Unanimous or special resolutions to be amended or revoked in same way,def,"(1)  A unanimous resolution or special resolution of an owners corporation about a matter that is required by or under this Act or the by-laws of a strata scheme to be determined by a resolution of that kind cannot be amended or revoked other than by a subsequent resolution of the same kind.
(2)  However, a unanimous resolution of an owners corporation dealing with common property may be amended by a special resolution.",
Strata interest notice ,SM15,22,P2'D3,Notice to be given to owners corporation of right to cast vote at meeting,"oc,def","(1) Person with right to vote at meetings must notify owners corporation A person who has an interest in a lot that, subject to this Act, gives the person a right to cast a vote either personally or by nominee at meetings of an owners corporation must give the owners corporation written notice of that interest (a strata interest notice).
(2) Contents of strata interest notice The strata interest notice must specify the following information and, if the interest is a mortgage, include confirmation by the mortgagor or be verified by statutory declaration of the mortgagee:
(a)  the person’s full name and an address for service of notices,
(b)  the lot concerned and the exact nature of the person’s interest in it,
(c)  the date on which the person acquired the interest,
(d)  if the voting entitlement conferred by the interest is one that, according to this Act, is to be exercised by a nominee, the nominee’s full name and address for service of notices.
Note. An address for service of notices may be an Australian postal address or an electronic address, including an email address (see section 261).
(3) Other matters to be specified in notice The strata interest notice must specify the manner in which the interest arose and be verified by statutory declaration if any of the following applies to the interest:
(a)  the interest is that of the executor or administrator of the estate of a deceased person,
(b)  the interest is that of the liquidator or receiver in bankruptcy of any person,
(c)  the interest has arisen by operation of law or the order of any court,
(d)  the interest has arisen in any manner otherwise than by transfer of the interest from some other person or the discharge of a mortgage.
(4) Owners corporation may require notice to be given The secretary of the owners corporation, if of the opinion that a person obliged to give notice under this section has not done so, may by a written notice given to the person require the person:
(a)  to state, within 14 days, whether or not the person is a person required to give notice under this section, and
(b)  if the person is such a person, to give that notice.
(5) Person prevented from casting vote if certain requirements not met A person is not entitled to cast a vote at a meeting of the owners corporation if the person has not complied with a notice given to the person under subsection (4) or, in the case of a vote to be tendered through a nominee, if the nominee’s full name and address for service of notices have not been notified under this section.
(6) Changes in certain information to be notified A person who has given notice under this section may by further notice advise any change of nominee or of the person’s or any nominee’s address for service.",
Strata interest update,SM15,22(6),P2'D3,Changes in certain information to be notified,"oc,def",A person who has given notice under this section may by further notice advise any change of nominee or of the person’s or any nominee’s address for service.,
ORDER 24 Resolution invalid,SM15,24,P2'D3,Order invalidating resolution of owners corporation,order,"(1)  The Tribunal may, on application by a person entitled to vote on a motion for a resolution of an owners corporation at a general meeting, order that a resolution passed at the general meeting be treated as a nullity on and from the date of the order.
(2)  The Tribunal must not make the order unless the Tribunal is satisfied that the resolution would not have been passed but for the fact that the applicant for the order:
(a)  was improperly denied a vote on the motion for the resolution, or
(b)  was not given due notice of the item of business in relation to which the resolution was passed.
(3)  An application for an order may not be made unless:
(a)  an application for mediation of the dispute was made not later than 28 days after the date of the meeting at which the resolution was passed, or
(b)  if an application for mediation was not made, the application for the order was made not later than 28 days after the date of the meeting at which the resolution was passed.
(4)  If a resolution that is to be treated as a nullity by an order changes the by-laws and the order has been recorded in the Register under this Act, the by-laws have force and effect on and from the date the order is so recorded to the same extent as they would have had if the change had not been made.
(5)  Subsection (4) is subject to the by-laws having been or being changed in accordance with this Act and to any relevant order made by a superior court.
(6)  The Tribunal may not make an order under this section if an application for an order has been made under Division 6 of Part 10 of the Strata Schemes Development Act 2015 in relation to the same or a related matter.
(7)  The Tribunal may not make an order under this section invalidating a decision by an owners corporation to approve, or not to approve, the appointment of a building inspector under Part 11.",
Improper GM invalidation,SM15,24(1),P2'D3,Order invalidating resolution of owners corporation (1),def,"The Tribunal may, on application by an owner or first mortgagee of a lot in a strata scheme, make an order invalidating any resolution of, or election held by, the persons present at a meeting of the owners corporation if the Tribunal considers that the provisions of this Act or the regulations have not been complied with in relation to the meeting.",
ORDER 25 Resolution nullity,SM15,25,P2'D3,Order where voting rights denied or due notice of item of business not given,order,"(1)  The Tribunal may, on application by a person entitled to vote on a motion for a resolution of an owners corporation at a general meeting, order that a resolution passed at the general meeting be treated as a nullity on and from the date of the order.
(2)  The Tribunal must not make the order unless the Tribunal is satisfied that the resolution would not have been passed but for the fact that the applicant for the order:
(a)  was improperly denied a vote on the motion for the resolution, or
(b)  was not given due notice of the item of business in relation to which the resolution was passed.
(3)  An application for an order may not be made unless:
(a)  an application for mediation of the dispute was made not later than 28 days after the date of the meeting at which the resolution was passed, or
(b)  if an application for mediation was not made, the application for the order was made not later than 28 days after the date of the meeting at which the resolution was passed.
(4)  If a resolution that is to be treated as a nullity by an order changes the by-laws and the order has been recorded in the Register under this Act, the by-laws have force and effect on and from the date the order is so recorded to the same extent as they would have had if the change had not been made.
(5)  Subsection (4) is subject to the by-laws having been or being changed in accordance with this Act and to any relevant order made by a superior court.
(6)  The Tribunal may not make an order under this section if an application for an order has been made under Division 6 of Part 10 of the Strata Schemes Development Act 2015 in relation to the same or a related matter.
(7)  The Tribunal may not make an order under this section invalidating a decision by an owners corporation to approve, or not to approve, the appointment of a building inspector under Part 11",
SC Appointment,SM15,29,P3'D1,Owners corporation to appoint strata committee,"sc,def","(1)  An owners corporation must appoint a strata committee of the owners corporation in accordance with this Act.
(2)  The owners corporation may appoint the strata committee before the first annual general meeting of the owners corporation.
(3)  The members of the strata committee must be elected at the first annual general meeting of the owners corporation whether or not members were appointed before that meeting.
(4)  If there is no strata committee of an owners corporation, the strata scheme must be administered by the owners corporation, but nothing in this subsection prevents a strata managing agent appointed under this Act from exercising any functions conferred on the agent.",
SC Members,SM15,30,P3'D1,Members of strata committee,"sc,def","(1)  The strata committee of an owners corporation is to consist of the number of persons determined by the owners corporation (not being more than 9).
(2)  The strata committee of a large strata scheme must consist of at least 3 members.
(3)  A strata committee for a strata scheme comprising 2 lots is to consist of the following persons:
(a)  the owner of each lot who is a sole owner or the company nominee of a lot if the sole owner is a corporation,
(b)  for each lot that is owned by co-owners, the co-owner nominated by the other co-owners or (if the co-owner nominated is a corporation) the company nominee of that co-owner, or if there is no such nomination, the co-owner first named on the strata roll.
(4)  The elected members of a strata committee must be elected at each annual general meeting of the owners corporation.
(5)  Nomination for election as a member of a strata committee (other than a tenant representative) may be made before or at the meeting at which the election is held.

(6)  The regulations may provide for the procedures for nomination of members of the strata committee.",
SC Eligible,SM15,31,P3'D1,Persons who are eligible to be appointed or elected to strata committee,"sc,def","(1)  The following persons are eligible for appointment or election to the strata committee of an owners corporation:
(a)  an individual who is a sole owner of a lot in the strata scheme,
(b)  a company nominee of a corporation that is a sole owner of a lot in the strata scheme,
(c)  an individual who is a co-owner of a lot or a company nominee of a corporation that is a co-owner of a lot in the strata scheme, if the person is nominated for election by an owner who is not a co-owner of the lot or by a co-owner of the lot who is not a candidate for election as a member,
(d)  an individual who is not an owner of a lot in the strata scheme, if the person is nominated for election by an owner of a lot who is not a member, or is not seeking election as a member, of the strata committee.
(2)  To avoid doubt, an individual who is a sole owner of a lot may nominate himself or herself, and an owner that is a corporation may nominate the corporation’s company nominee, for election as a member of the strata committee.
(3)  A sole owner of a lot in a strata scheme may not nominate more than one person for election as a member of the strata committee, except as provided by subsection (5).
(4)  Only one co-owner (including a company nominee of a co-owner) of the same lot may be a member of a strata committee at the same time, except as provided by subsection (5).
(5)  A person who is an owner of more than one lot in the strata scheme may nominate one person for election as a member of the strata committee for each lot for which the person is an owner.",
SC Ineligible,SM15,32,P3'D1,Persons who are not eligible to be appointed or elected to strata committee,"sc,def","(1)  The following persons are not eligible for appointment or election to a strata committee or to act as members of a strata committee unless they are also the owners of lots in the strata scheme:
(a)  the building manager for the strata scheme,
(b)  a person who acts as an agent for the leasing of a lot or lots in the strata scheme to tenants,
(c)  a person who is connected with the original owner of the strata scheme or the building manager for the scheme, unless the person discloses that connection at the meeting at which the election is held and before the election is held or before the person is appointed to act as a member,
(d)  any other person prescribed by the regulations for the purposes of this section.
(2)  An owner of a lot in a strata scheme who was an unfinancial owner at the date notice was given of the meeting at which the election of a strata committee is to be held and who did not pay the amounts owing by the owner before the meeting is not eligible for appointment or election to the strata committee.
(3)  A person who becomes ineligible for appointment or election to a strata committee after being appointed or elected to the strata committee must disclose that fact to the secretary or chairperson of the owners corporation as soon as possible after becoming aware of that fact.
(4)  A disclosure by a person under this section, other than a disclosure that is made at a meeting of an owners corporation or strata committee, is to be made by written notice given to the secretary or chairperson.",
SC Tenant rep,SM15,33,P3'D1,Tenant representatives,"sc,def","(1)  This section applies to a strata scheme if there are tenants (being tenants notified in a tenancy notice given in accordance with this Act) for at least half of the number of lots in the scheme.
(2)  The tenants of lots in a strata scheme (being tenants notified in a tenancy notice given in accordance with this Act) may nominate one tenant representative for the strata committee.
(3)  The tenant representative on a strata committee, in that capacity:
(a)  is not entitled to vote on decisions of the committee or to put a motion or nominate a person for office, and
(b)  is not entitled to act as an officer of the owners corporation for committee purposes, and
(c)  cannot be counted in determining whether there is a quorum of the committee.
(4)  The strata committee, at any meeting or for the purpose of all meetings, may determine that a tenant representative is not entitled to be present when the following matters are being discussed or determined:
(a)  financial statements and auditor’s reports,
(b)  levying of contributions,
(c)  recovery of unpaid contributions,
(d)  a strata renewal proposal under Part 10 of the Strata Schemes Development Act 2015 or any related matter,
(e)  any other financial matter specified by the regulations.
(5)  The regulations may provide for the procedures for nomination of a tenant representative, including the term for which a tenant representative is appointed, the notification of an appointment and the end of an appointment.",
SC Acting member,SM15,34,P3'D1,Acting members of strata committee,"sc,def","(1)  A member of a strata committee may, with the consent of the strata committee, appoint an owner or company nominee of a corporation that is an owner who is eligible to be a member to act in his or her place as a member at any meeting of the strata committee.
(2)  The owner or company nominee appointed is, while so acting as a member, taken to be a member.
(3)  An owner or company nominee of a corporation may be appointed whether or not he or she is already a member of the strata committee.
(4)  If a person so appointed is a member of the strata committee, the person may, at any meeting of the strata committee, separately vote in the person’s capacity as such a member and on behalf of the member in whose place the person has been appointed to act.",
SC Vacation,SM15,35,P3'D1,Vacation of office of elected member of strata committee,"sc,def","(1)  An elected member of a strata committee vacates office as a member:
(a)  if the person was eligible to be a member at the time of election and the person ceases to be so eligible (other than because the person is an unfinancial owner), or
(b)  if the person was not an owner at the time of election or was a company nominee and the individual who nominated the person for election or the corporation for which the person is a company nominee ceases to be an owner or gives written notice to the owners corporation that the person’s office is vacated, or
(c)  on the receipt by the owners corporation from the person of notice in writing of the person’s resignation as a member, or
(d)  at the end of the next meeting at which a new strata committee is elected by the owners corporation, or
(e)  if the owners corporation, in accordance with a special resolution, determines that the person’s office as a member is vacated, or
(f)  if the person dies.
(2)  A strata committee may appoint a person eligible for election as a member to fill a vacancy in the office of a member of the strata committee, other than a vacancy arising under subsection (1) (d) or a vacancy in the office of an officer of the owners corporation. Any person so appointed holds office, subject to this section, for the balance of his or her predecessor’s term of office.
Note. Section 45 (2) provides for the filling of vacancies in the office of members who are officers of the owners corporation.
(3)  A special resolution that determines that the office of a member is vacated may relate to more than one member of a strata committee or to all members of a strata committee.",
SC Functions,SM15,36,P3'D2,Functions of strata committee,"sc,def","(1)  A strata committee has the functions conferred on it by or under this or any other Act.
(2)  A decision of a strata committee is taken to be the decision of the owners corporation. However, in the event of a disagreement between the owners corporation and the strata committee, the decision of the owners corporation prevails.
(3)  The following decisions cannot be made by the strata committee:
(a)  a decision that is required by or under any Act to be made by the owners corporation by unanimous resolution or special resolution or in general meeting,
(b)  a decision on any matter or type of matter that the owners corporation has determined in general meeting is to be decided only by the owners corporation in general meeting.
(4)  An owners corporation may in general meeting continue to exercise all or any of the functions conferred on it by this Act or the by-laws even though a strata committee holds office.",
SC SM15 functions,SM15,36(1),P3'D2,Functions of strata committee (1),"sc,def",A strata committee has the functions conferred on it by or under this or any other Act.,
OC prevails SC,SM15,36(2),P3'D2,Functions of strata committee (2),"sc,def","A decision of a strata committee is taken to be the decision of the owners corporation. However, in the event of a disagreement between the owners corporation and the strata committee, the decision of the owners corporation prevails.",
SC Limitation,SM15,36(3),P3'D2,Functions of strata committee (3),"sc,def","The following decisions cannot be made by the strata committee:
(a) a decision that is required by or under any Act to be made by the owners corporation by unanimous resolution or special resolution or in general meeting,(b) a decision on any matter or type of matter that the owners corporation has determined in general meeting is to be decided only by the owners corporation in general meeting.",
SC Diligence,SM15,37,P3'D2,Duty of members of strata committee,"sc,duty","It is the duty of each member of a strata committee of an owners corporation to carry out his or her functions for the benefit, so far as practicable, of the owners corporation and with due care and diligence.

**Note**. Section 260 provides protection from personal liability for members of strata committees who act in good faith.",
SC Proceedings,SM15,38,P3'D2,Acts and proceedings of strata committee valid despite vacancies or defects,"sc,def","(1)  This section applies if, when any act or proceeding of a strata committee was done, taken or commenced there was:
(a)  a vacancy in the office of an officer of the owners corporation or any other member of the strata committee, or
(b)  any defect in the appointment, or any disqualification, of any such officer or member.
(2)  Any act or proceeding of a strata committee done in good faith is as valid as if the vacancy, defect or disqualification did not exist and the strata committee were fully and properly constituted.",
SC Meetings,SM15,39,P3'D3,Convening meetings,"sc,def","(1)  The secretary of the owners corporation may convene a meeting of the strata committee at any time.
(2)  The secretary of the owners corporation, or any other member of the strata committee, must convene a meeting of the committee if requested to do so by at least one-third of the members of the committee.
(3)  The meeting must be held:
(a)  in the case of a large strata scheme, not later than 28 days after the request is made, or
(b)  in the case of any other strata scheme, not later than 14 days after the request is made.",
SC Officers,SM15,41,P3'D4,Strata committee to appoint officers,"sc,def","(1)  The members of a strata committee must, at the first meeting of the strata committee after they assume office as members, appoint a chairperson, secretary and treasurer of the strata committee in accordance with this Act.
(2)  The chairperson, secretary and treasurer of the strata committee are also, respectively, the chairperson, secretary and treasurer of the owners corporation.
(3)  A person may be appointed to one or more of the offices of chairperson, secretary and treasurer.
(4)  Nomination for election as an officer of the owners corporation may be made before or at the meeting at which the election is held.
(5)  The regulations may provide for the procedures for nomination of officers of the strata committee.",
Chairperson functions,SM15,42,P3'D4,Functions of chairperson of owners corporation,"sc,duty","The functions of the chairperson of an owners corporation include the following:
(a)  to preside at meetings of the owners corporation and the strata committee of the owners corporation,
(b)  to make determinations as to quorums and procedural matters at meetings of the owners corporation and the strata committee of the owners corporation.",
FN: Determinations,SM15,42(b),P3'D4,Functions of chairperson of owners corporation (b),"sc,duty",to make determinations as to quorums and procedural matters at meetings of the owners corporation and the strata committee of the owners corporation.,
